0, 0, Header, 1, 2, 220
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 1, End_track
2, 0, Start_track
2, 0, Program_c, 0, 4
2, 2014, Pitch_bend_c, 0, 10923
2, 2014, Note_on_c, 0, 38, 58
2, 2019, Pitch_bend_c, 0, 10923
2, 2025, Pitch_bend_c, 0, 10923
2, 2030, Pitch_bend_c, 0, 10923
2, 2035, Pitch_bend_c, 0, 10923
2, 2041, Pitch_bend_c, 0, 10923
2, 2046, Pitch_bend_c, 0, 9557
2, 2051, Pitch_bend_c, 0, 9557
2, 2057, Pitch_bend_c, 0, 9557
2, 2062, Pitch_bend_c, 0, 9557
2, 2067, Pitch_bend_c, 0, 9557
2, 2073, Pitch_bend_c, 0, 9557
2, 2078, Pitch_bend_c, 0, 9557
2, 2084, Pitch_bend_c, 0, 9557
2, 2089, Pitch_bend_c, 0, 9557
2, 2094, Pitch_bend_c, 0, 10923
2, 2100, Pitch_bend_c, 0, 10923
2, 2105, Pitch_bend_c, 0, 10923
2, 2110, Pitch_bend_c, 0, 10923
2, 2116, Pitch_bend_c, 0, 10923
2, 2121, Pitch_bend_c, 0, 10923
2, 2121, Note_on_c, 0, 38, 0
2, 3450, Note_on_c, 0, 62, 66
2, 3716, Note_on_c, 0, 69, 84
2, 3864, Note_on_c, 0, 62, 0
2, 3885, Note_on_c, 0, 69, 0
2, 3961, Note_on_c, 0, 69, 43
2, 4053, Note_on_c, 0, 62, 75
2, 4125, Note_on_c, 0, 69, 0
2, 4176, Note_on_c, 0, 62, 0
2, 4217, Pitch_bend_c, 0, 10923
2, 4217, Note_on_c, 0, 60, 80
2, 4222, Pitch_bend_c, 0, 10923
2, 4227, Pitch_bend_c, 0, 9557
2, 4232, Pitch_bend_c, 0, 9557
2, 4237, Pitch_bend_c, 0, 9557
2, 4242, Pitch_bend_c, 0, 9557
2, 4247, Pitch_bend_c, 0, 9557
2, 4253, Pitch_bend_c, 0, 9557
2, 4258, Pitch_bend_c, 0, 8192
2, 4263, Pitch_bend_c, 0, 8192
2, 4268, Pitch_bend_c, 0, 8192
2, 4273, Pitch_bend_c, 0, 9557
2, 4278, Pitch_bend_c, 0, 10923
2, 4283, Pitch_bend_c, 0, 10923
2, 4288, Pitch_bend_c, 0, 10923
