94.000000	0.029025	0.087075	
47.000000	0.087075	0.127710	
50.000000	0.127710	0.185760	
52.000000	0.226395	0.272834	
50.000000	0.412154	0.505034	
48.000000	0.505034	0.522449	
46.000000	2.118821	2.211701	
55.000000	2.391655	2.681905	
49.000000	2.943129	3.012789	
55.000000	3.012789	3.117279	
49.000000	3.117279	3.181134	
100.000000	3.546848	3.599093	
46.000000	4.063492	4.191202	
69.000000	4.347937	4.707846	
49.000000	4.707846	4.812336	
53.000000	4.812336	5.021315	
53.000000	5.421859	5.474104	
53.000000	5.474104	5.514739	
68.000000	5.514739	5.694694	
49.000000	5.694694	5.810794	
102.000000	5.955918	6.025578	
110.000000	6.025578	6.356463	
46.000000	6.902132	6.936961	
57.000000	6.936961	7.018231	
57.000000	7.151746	7.238821	
70.000000	7.238821	7.285261	
59.000000	7.784490	7.964444	
55.000000	7.964444	8.010884	
47.000000	8.010884	8.167619	
53.000000	8.452063	8.469478	
55.000000	8.887438	8.945488	
47.000000	9.125442	9.456327	
57.000000	9.456327	9.543401	
54.000000	9.555011	9.595646	
53.000000	9.595646	9.647891	
55.000000	9.647891	10.129705	
58.000000	10.129705	10.216780	
51.000000	10.216780	10.245805	
60.000000	10.675374	10.716009	
59.000000	10.716009	10.977234	
59.000000	10.977234	11.104943	
59.000000	11.122358	11.470658	
50.000000	11.470658	11.569342	
69.000000	11.569342	11.598367	
57.000000	11.731882	11.749297	
65.000000	12.027937	12.085986	
57.000000	12.085986	12.474921	
58.000000	12.474921	12.492336	
65.000000	12.637460	12.933515	
53.000000	12.933515	13.090249	
51.000000	13.241179	13.293424	
58.000000	13.293424	13.392109	
57.000000	13.397914	13.543039	
51.000000	13.543039	13.618503	
57.000000	13.897143	14.001633	
65.000000	14.001633	14.019048	
54.000000	14.309297	14.466032	
53.000000	14.466032	14.593741	
61.000000	14.599546	14.738866	
63.000000	14.762086	14.976871	
50.000000	14.976871	15.063946	
55.000000	15.063946	15.116190	
15.249705	
63.000000	15.528345	15.609615	
59.000000	15.725714	15.957914	
66.000000	15.957914	16.033379	
53.000000	16.033379	16.248163	
50.000000	16.248163	16.271383	
67.000000	16.428118	16.579048	
47.000000	16.579048	16.637098	
56.000000	16.729977	16.875102	
65.000000	16.875102	16.904127	
17.037642	
65.000000	17.194376	17.327891	
17.374331	
58.000000	17.374331	17.420771	
69.000000	17.420771	17.484626	
72.000000	17.484626	17.623946	
47.000000	17.623946	17.670385	
49.000000	17.670385	17.949025	
64.000000	17.949025	17.960635	
65.000000	18.094150	18.152200	
55.000000	18.152200	18.250884	
58.000000	18.250884	18.297324	
18.425034	
47.000000	18.535329	18.581769	
56.000000	18.692063	18.744308	
65.000000	18.854603	18.895238	
49.000000	18.999728	19.040363	
67.000000	19.313197	19.464127	
69.000000	19.464127	19.487347	
61.000000	19.603447	19.615057	
54.000000	19.760181	19.777596	
55.000000	19.899501	19.974966	
51.000000	20.201361	20.207166	
20.329070	
20.619320	
50.000000	20.619320	20.787664	
47.000000	20.787664	20.868934	
47.000000	20.868934	20.915374	
21.054694	
47.000000	21.054694	21.147574	
56.000000	21.147574	21.217234	
77.000000	21.217234	21.275283	
21.315918	
51.000000	21.315918	21.455238	
64.000000	21.455238	21.693243	
57.000000	21.693243	21.762902	
47.000000	21.762902	21.768707	
63.000000	22.047347	22.140227	
59.000000	22.140227	22.331791	
58.000000	22.343401	22.465306	
53.000000	22.465306	22.790385	
56.000000	22.796190	22.929705	
54.000000	22.929705	23.010975	
55.000000	23.010975	23.173515	
